datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
20120330,SPY,140.81,1.0,140.92,141.05,140.05,135031600.0
20120402,SPY,141.84,1.0,140.64,142.21,140.36,151572100.0
20120403,SPY,141.26,1.0,141.64,141.8826,140.43,155694800.0
20120404,SPY,139.86,1.0,140.22,140.339,139.34,146720500.0
20120405,SPY,139.79,1.0,139.38,140.2,139.26,137117100.0
20120409,SPY,138.22,1.0,138.03,139.8444,137.84,127379700.0
20120410,SPY,135.9,1.0,137.95,138.34,135.76,235060000.0
20120411,SPY,137.0,1.0,137.29,137.54,136.75,153290900.0
20120412,SPY,138.79,1.0,137.13,138.9,137.03,153528500.0
20120413,SPY,137.14,1.0,138.47,138.8168,137.01,168967500.0
20120416,SPY,137.05,1.0,137.84,138.04,136.58,147646100.0
20120417,SPY,139.082,1.0,137.84,139.36,137.698,144612500.0
20120418,SPY,138.61,1.0,138.46,139.08,138.38,122716800.0
20120419,SPY,137.72,1.0,138.63,139.15,137.07,198175800.0
20120420,SPY,137.95,1.0,138.33,138.83,137.87,142743300.0
20120423,SPY,136.79,1.0,136.54,136.91,135.94,171696900.0
20120424,SPY,137.31,1.0,136.91,137.66,136.8,137213500.0
20120425,SPY,139.19,1.0,138.65,139.25,138.53,150131000.0
20120426,SPY,140.16,1.0,138.89,140.32,138.81,135323000.0
20120427,SPY,140.39,1.0,140.58,140.79,139.8,123858100.0
20120430,SPY,139.87,1.0,140.11,140.21,139.49,114987800.0
20120501,SPY,140.74,1.0,139.79,141.66,139.63,138695300.0
20120502,SPY,140.325,1.0,139.92,140.46,139.46,120969500.0
20120503,SPY,139.25,1.0,140.34,140.45,138.99,143410300.0
20120504,SPY,137.0,1.0,138.515,139.3012,136.92,193308800.0
20120507,SPY,137.1,1.0,136.51,137.56,136.46,127621500.0
20120508,SPY,136.55,1.0,136.28,136.77,134.92,212601600.0
20120509,SPY,135.74,1.0,135.1,136.61,134.49,220502700.0
20120510,SPY,136.02,1.0,136.68,136.85,135.71,149857100.0
20120511,SPY,135.61,1.0,135.17,136.87,135.11,152972800.0
20120514,SPY,134.11,1.0,134.31,135.6144,133.91,163101700.0
20120515,SPY,133.34,1.0,134.02,134.81,133.13,207222100.0
20120516,SPY,132.829,1.0,133.94,134.55,132.8,206954700.0
20120517,SPY,130.86,1.0,132.86,133.02,130.79,247442900.0
20120518,SPY,129.74,1.0,131.37,131.6,129.55,319312700.0
20120521,SPY,131.97,1.0,130.16,132.02,129.95,176691800.0
20120522,SPY,132.2,1.0,132.31,133.23,131.34,197220400.0
20120523,SPY,132.27,1.0,131.25,132.46,129.99,204606800.0
20120524,SPY,132.53,1.0,132.63,132.84,131.42,166970800.0
20120525,SPY,132.1,1.0,132.48,132.85,131.78,135375800.0
20120529,SPY,133.7,1.0,133.16,133.93,131.17,152428000.0
20120530,SPY,131.76,1.0,132.56,133.6924,131.49,162135900.0
20120531,SPY,131.47,1.0,131.71,132.45,130.34,195801000.0
20120601,SPY,128.16,1.0,129.41,131.5042,128.16,253012100.0
20120604,SPY,128.1,1.0,128.39,128.74,127.135,202287000.0
20120605,SPY,129.07,1.0,127.85,129.26,127.78,163675900.0
20120606,SPY,131.97,1.0,129.97,132.03,129.93,183791200.0
20120607,SPY,132.05,1.0,133.47,133.53,131.78,184558300.0
20120608,SPY,133.1,1.0,131.71,133.125,131.29,143424100.0
20120611,SPY,131.415,1.0,134.17,134.25,131.28,169418700.0
20120612,SPY,132.92,1.0,131.79,133.01,131.16,181692800.0
20120613,SPY,132.07,1.0,132.53,133.36,131.62,171922600.0
20120614,SPY,133.47,1.0,132.34,134.0,131.98,230429100.0
20120615,SPY,134.14,1.0,133.38,134.26,133.1,168981200.0
20120618,SPY,134.4,1.0,133.58,134.73,133.28,131131900.0
20120619,SPY,135.7,1.0,135.08,136.25,134.3714,137142400.0
20120620,SPY,135.48,1.0,135.71,136.1,134.27,206292700.0
20120621,SPY,132.44,1.0,135.64,135.78,132.33,204979100.0
20120622,SPY,133.46,1.0,133.13,133.71,132.62,129826500.0
20120625,SPY,131.32,1.0,132.05,132.1,130.85,146245400.0
20120626,SPY,131.98,1.0,131.7,132.38,130.93,141376200.0
20120627,SPY,133.173,1.0,132.42,133.43,131.9667,107973200.0
20120628,SPY,132.79,1.0,132.29,132.99,131.28,168914500.0
20120629,SPY,136.105,1.0,135.2,136.27,134.85,211933400.0
20120702,SPY,136.51,1.0,136.48,136.65,135.52,129022800.0
20120703,SPY,137.412,1.0,136.48,137.51,136.34,80450170.0
20120705,SPY,136.79,1.0,136.9,137.8,136.29,126019900.0
20120706,SPY,135.49,1.0,135.47,135.77,134.85,151088600.0
20120709,SPY,135.32,1.0,135.38,135.57,134.7,103692900.0
20120710,SPY,134.14,1.0,136.01,136.23,133.68,162695900.0
20120711,SPY,134.16,1.0,134.21,134.6,133.38,142429100.0
20120712,SPY,133.51,1.0,133.38,134.2269,132.6,143410600.0
20120713,SPY,135.75,1.0,133.86,135.89,133.84,129591300.0
20120716,SPY,135.43,1.0,135.44,135.83,134.9,97407590.0
20120717,SPY,136.36,1.0,135.97,136.64,134.55,138562200.0
20120718,SPY,137.37,1.0,136.04,137.64,135.96,113109700.0
20120719,SPY,137.73,1.0,137.65,138.18,137.21,129722900.0
20120720,SPY,136.47,1.0,136.95,137.16,136.32,142808200.0
20120723,SPY,135.09,1.0,134.47,136.3852,133.84,144742300.0
20120724,SPY,133.925,1.0,135.19,135.25,133.03,172955200.0
20120725,SPY,133.96,1.0,134.21,134.56,133.25,128999400.0
20120726,SPY,136.17,1.0,135.89,136.46,135.26,156021400.0
20120727,SPY,138.675,1.0,136.89,139.07,136.1364,236664300.0
20120730,SPY,138.68,1.0,138.52,139.339,138.27,106708900.0
20120731,SPY,137.71,1.0,138.49,138.87,137.71,120480100.0
20120801,SPY,137.59,1.0,138.7,138.73,137.4,138248100.0
20120802,SPY,136.64,1.0,136.55,137.57,135.58,198342700.0
20120803,SPY,139.349,1.0,138.56,139.64,136.6794,157697800.0
20120806,SPY,139.62,1.0,139.72,140.17,139.56,84837660.0
20120807,SPY,140.32,1.0,140.18,140.92,140.03,109386200.0
20120808,SPY,140.49,1.0,139.85,140.65,139.81,89633240.0
20120809,SPY,140.61,1.0,140.29,140.89,140.15,90077960.0
20120810,SPY,140.84,1.0,140.04,140.89,139.81,99716250.0
20120813,SPY,140.77,1.0,140.6,140.84,140.04,79340450.0
20120814,SPY,140.79,1.0,141.29,141.38,140.37,102195700.0
20120815,SPY,140.95,1.0,140.64,141.19,140.55,70967140.0
20120816,SPY,141.99,1.0,141.15,142.16,140.8,111930300.0
20120817,SPY,142.18,1.0,142.23,142.3,141.86,90745600.0
20120820,SPY,142.19,1.0,141.98,142.22,141.59,78075430.0
20120821,SPY,141.76,1.0,142.54,143.09,141.45,105386500.0
20120822,SPY,141.82,1.0,141.4,142.05,141.07,132911500.0
20120823,SPY,140.665,1.0,141.47,141.48,140.44,111345400.0
20120824,SPY,141.51,1.0,140.31,141.83,140.22,99405470.0
20120827,SPY,141.54,1.0,141.89,142.08,141.34,68705670.0
20120828,SPY,141.4,1.0,141.18,141.84,140.97,75590370.0
20120829,SPY,141.51,1.0,141.52,141.89,141.12,65350640.0
20120830,SPY,140.49,1.0,140.9,140.94,140.19,96437850.0
20120831,SPY,141.16,1.0,141.29,141.82,140.36,151855800.0
20120904,SPY,141.03,1.0,141.04,141.46,140.13,119428600.0
20120905,SPY,140.91,1.0,141.09,141.47,140.63,100468100.0
20120906,SPY,143.77,1.0,141.76,143.78,141.75,157843500.0
20120907,SPY,144.33,1.0,144.01,144.39,143.88,107149900.0
20120910,SPY,143.51,1.0,144.19,144.44,143.46,86192090.0
20120911,SPY,143.91,1.0,143.6,144.37,143.56,86066160.0
20120912,SPY,144.39,1.0,144.39,144.55,143.9,87582400.0
20120913,SPY,146.59,1.0,144.37,147.04,143.99,225215000.0
20120914,SPY,147.24,1.0,146.88,148.11,146.76,169526900.0
20120917,SPY,146.74,1.0,146.94,147.19,146.37,119130200.0
20120918,SPY,146.62,1.0,146.49,146.81,146.25,98279180.0
20120919,SPY,146.7,1.0,146.79,147.17,146.41,128138300.0
20120920,SPY,146.71,1.0,146.03,146.79,145.63,153842000.0
20120921,SPY,145.87,1.0,146.64,146.67,145.81,108492000.0
20120924,SPY,145.645,1.0,145.15,145.98,145.04,95573840.0
20120925,SPY,144.1,1.0,145.96,146.24,144.06,134021900.0
20120926,SPY,143.295,1.0,144.065,144.11,142.95,146254000.0
20120927,SPY,144.64,1.0,143.89,144.97,143.51,111619000.0
20120928,SPY,143.97,1.0,144.09,144.56,143.46,150571100.0
20121001,SPY,144.345,1.0,144.52,145.69,144.0082,132784600.0
20121002,SPY,144.5,1.0,144.92,145.15,143.83,113342000.0
20121003,SPY,145.09,1.0,144.89,145.43,144.13,120993300.0
20121004,SPY,146.125,1.0,145.64,146.34,145.44,124161400.0
20121005,SPY,146.14,1.0,146.91,147.16,145.7,124615500.0
20121008,SPY,145.642,1.0,145.6,146.1231,145.31,78251370.0
20121009,SPY,144.2,1.0,145.53,145.65,144.15,148417100.0
20121010,SPY,143.28,1.0,144.18,144.32,143.09,123812600.0
20121011,SPY,143.36,1.0,144.28,144.49,143.327,123519600.0
20121012,SPY,142.89,1.0,143.46,143.95,142.58,123574400.0
20121015,SPY,144.08,1.0,143.23,144.23,142.77,107442600.0
20121016,SPY,145.54,1.0,144.76,145.64,144.66,108483300.0
20121017,SPY,146.2,1.0,145.64,146.32,145.42,128742200.0
20121018,SPY,145.82,1.0,145.82,146.52,145.33,147954200.0
20121019,SPY,143.3896,1.0,145.55,145.56,143.05,185302900.0
20121022,SPY,143.41,1.0,143.15,143.67,142.28,125307200.0
20121023,SPY,141.42,1.0,141.86,142.06,140.83,191886000.0
20121024,SPY,141.02,1.0,141.93,142.1,140.8,119896700.0
20121025,SPY,141.43,1.0,142.02,142.28,140.57,134101500.0
20121026,SPY,141.35,1.0,141.3,141.84,140.39,145937800.0
20121031,SPY,141.35,1.0,141.85,142.03,140.68,103228300.0
20121101,SPY,142.83,1.0,141.65,143.01,141.52,99852090.0
20121102,SPY,141.56,1.0,143.68,143.72,141.41,137623500.0
20121105,SPY,141.8486,1.0,141.35,142.17,140.93,98300830.0
20121106,SPY,142.96,1.0,142.28,143.52,142.13,106549600.0
20121107,SPY,139.72,1.0,141.66,141.68,139.06,261905200.0
20121108,SPY,138.04,1.0,139.7,140.41,137.93,181308400.0
20121109,SPY,138.16,1.0,137.62,139.44,137.55,200871900.0
20121112,SPY,138.265,1.0,138.59,138.81,137.96,97279020.0
20121113,SPY,137.79,1.0,137.54,139.25,137.36,122785900.0
20121114,SPY,135.9299,1.0,138.21,138.43,135.62,190230900.0
20121115,SPY,135.7,1.0,135.98,136.4901,135.18,177905200.0
20121116,SPY,136.37,1.0,135.9,136.64,134.7,239288900.0
20121119,SPY,139.13,1.0,137.9,139.15,136.4057,150573800.0
20121120,SPY,139.19,1.0,138.91,139.42,138.08,119380600.0
20121121,SPY,139.45,1.0,139.31,139.57,139.03,81529320.0
20121123,SPY,141.35,1.0,140.13,141.4,140.04,65409150.0
20121126,SPY,141.05,1.0,140.65,141.3563,140.19,98114700.0
20121127,SPY,140.33,1.0,140.91,141.39,140.24,127721800.0
20121128,SPY,141.46,1.0,139.76,141.54,139.0,176211000.0
20121129,SPY,142.12,1.0,141.99,142.51,141.37,150637600.0
20121130,SPY,142.155,1.0,142.14,142.42,141.66,135979000.0
20121203,SPY,141.45,1.0,142.8,142.92,141.34,124366800.0
20121204,SPY,141.25,1.0,141.44,141.87,140.87,126605500.0
20121205,SPY,141.5,1.0,141.37,142.16,140.37,147051900.0
20121206,SPY,141.98,1.0,141.37,142.04,141.16,97551100.0
20121207,SPY,142.415,1.0,142.53,142.69,141.67,108557900.0
20121210,SPY,142.473,1.0,142.21,142.81,142.15,98322940.0
20121211,SPY,143.44,1.0,143.06,144.11,142.99,152237700.0
20121212,SPY,143.51,1.0,144.0,144.55,143.31,146713100.0
20121213,SPY,142.63,1.0,143.42,143.83,142.275,134955200.0
20121214,SPY,142.1051,1.0,142.32,142.58,141.88,137567300.0
20121217,SPY,143.77,1.0,142.47,143.85,142.43,141103400.0
20121218,SPY,145.37,1.0,144.0,145.5,143.79,177439600.0
20121219,SPY,144.29,1.0,145.53,145.58,144.24,150584100.0
20121220,SPY,145.12,1.0,144.38,145.14,143.98,167745600.0
20121221,SPY,142.79,1.0,142.17,144.0881,141.94,244856800.0
20121224,SPY,142.35,1.0,142.48,142.56,142.19,53874550.0
20121226,SPY,141.75,1.0,142.64,142.71,141.35,105874900.0
20121227,SPY,141.5616,1.0,141.79,142.08,139.92,167642200.0
20121228,SPY,140.03,1.0,140.64,141.42,139.87,147242200.0
20121231,SPY,142.41,1.0,139.66,142.56,139.54,243245200.0
20130102,SPY,146.06,1.0,145.11,146.15,144.73,191654500.0
20130103,SPY,145.7341,1.0,145.99,146.37,145.34,144662700.0
20130104,SPY,146.37,1.0,145.97,146.61,145.67,116733500.0
20130107,SPY,145.9695,1.0,145.85,146.4442,145.43,108835600.0
20130108,SPY,145.5496,1.0,145.71,145.91,144.98,121122400.0
20130109,SPY,145.92,1.0,145.87,146.32,145.64,90549270.0
20130110,SPY,147.08,1.0,146.73,147.09,145.97,130476700.0
20130111,SPY,147.07,1.0,147.04,147.15,146.61,113872700.0
20130114,SPY,146.97,1.0,146.89,147.07,146.43,89485000.0
20130115,SPY,147.07,1.0,146.29,147.21,146.2,93112030.0
20130116,SPY,147.05,1.0,146.77,147.28,146.61,104738300.0
20130117,SPY,148.0,1.0,147.7,148.42,147.1446,133440000.0
20130118,SPY,148.33,1.0,147.97,148.49,147.43,169624700.0
20130122,SPY,149.13,1.0,148.33,149.13,147.98,111655500.0
20130123,SPY,149.37,1.0,149.13,149.5,148.86,103845800.0
20130124,SPY,149.41,1.0,149.15,150.14,149.01,146135100.0
20130125,SPY,150.25,1.0,149.88,150.25,149.3726,147134700.0
20130128,SPY,150.07,1.0,150.29,150.33,149.51,113188900.0
20130129,SPY,150.66,1.0,149.77,150.85,149.67,105583100.0
20130130,SPY,150.07,1.0,150.64,150.94,149.93,137272900.0
20130131,SPY,149.7,1.0,149.89,150.38,149.6,108420400.0
20130201,SPY,151.24,1.0,150.65,151.42,150.39,130970600.0
20130204,SPY,149.535,1.0,150.32,151.2679,149.43,158846000.0
20130205,SPY,151.05,1.0,150.35,151.48,150.29,113809800.0
20130206,SPY,151.16,1.0,150.52,151.26,150.41,138603300.0
20130207,SPY,150.96,1.0,151.205,151.35,149.86,162368300.0
20130208,SPY,151.8,1.0,151.22,151.89,151.22,99038790.0
20130211,SPY,151.77,1.0,151.74,151.9,151.3938,73657420.0
20130212,SPY,152.02,1.0,151.78,152.3,151.61,65294900.0
20130213,SPY,152.151,1.0,152.33,152.61,151.72,82208140.0
20130214,SPY,152.29,1.0,151.69,152.47,151.52,80238140.0
20130215,SPY,152.11,1.0,152.43,152.59,151.55,207905700.0
20130219,SPY,153.25,1.0,152.37,153.28,152.1629,95040860.0
20130220,SPY,151.34,1.0,153.14,153.19,151.26,160276600.0
20130221,SPY,150.42,1.0,150.96,151.4218,149.94,181241600.0
20130222,SPY,151.89,1.0,151.15,151.89,150.4913,106182800.0
20130225,SPY,149.0,1.0,152.63,152.86,149.0,237231600.0
20130226,SPY,150.02,1.0,149.72,150.2,148.73,186261600.0
20130227,SPY,151.91,1.0,149.89,152.33,149.76,146018400.0
20130228,SPY,151.61,1.0,151.9,152.87,151.41,123943000.0
20130301,SPY,152.11,1.0,151.09,152.34,150.41,170601500.0
20130304,SPY,152.92,1.0,151.76,152.92,151.52,97326850.0
20130305,SPY,154.29,1.0,153.66,154.7,153.64,121362700.0
20130306,SPY,154.5,1.0,154.84,154.92,154.16,94324850.0
20130307,SPY,154.776,1.0,154.7,154.98,154.52,85609670.0
20130308,SPY,155.44,1.0,155.46,155.65,154.66,123443600.0
20130311,SPY,156.03,1.0,155.325,156.04,155.13,83295090.0
20130312,SPY,155.68,1.0,155.92,156.1,155.21,105659900.0
20130313,SPY,155.905,1.0,155.76,156.12,155.23,92235660.0
20130314,SPY,156.73,1.0,156.31,156.8,155.9078,125805300.0
20130315,SPY,155.83,1.0,155.85,156.04,155.31,138387500.0
20130318,SPY,154.97,1.0,154.34,155.64,154.2,126541100.0
20130319,SPY,154.61,1.0,155.3,155.51,153.59,167138900.0
20130320,SPY,155.69,1.0,155.52,155.95,155.26,113606700.0
20130321,SPY,154.359,1.0,154.76,155.6389,154.1,128391900.0
20130322,SPY,155.6,1.0,154.85,155.6,154.73,111033600.0
20130325,SPY,154.95,1.0,156.01,156.27,154.35,151100300.0
20130326,SPY,156.19,1.0,155.59,156.23,155.42,86199850.0
20130327,SPY,156.19,1.0,155.26,156.245,155.0,99850270.0
20130328,SPY,156.67,1.0,156.09,156.85,155.75,102741800.0
20130401,SPY,156.05,1.0,156.59,156.91,155.67,99128670.0
20130402,SPY,156.82,1.0,156.61,157.21,156.37,101325400.0
20130403,SPY,155.23,1.0,156.91,157.03,154.82,153842000.0
20130404,SPY,155.86,1.0,155.43,156.17,155.09,131778000.0
20130405,SPY,155.158,1.0,153.95,155.35,153.77,159552500.0
20130408,SPY,156.21,1.0,155.27,156.22,154.75,86391690.0
20130409,SPY,156.75,1.0,156.5,157.32,155.98,100747200.0
20130410,SPY,158.67,1.0,157.17,158.87,157.13,135060300.0
20130411,SPY,159.19,1.0,158.7,159.71,158.54,110007900.0
20130412,SPY,158.8,1.0,158.68,159.04,157.92,116108400.0
20130415,SPY,155.118,1.0,158.0,158.13,155.1,215943500.0
20130416,SPY,157.41,1.0,156.29,157.49,155.91,147189400.0
20130417,SPY,155.11,1.0,156.29,156.32,154.28,226469200.0
20130418,SPY,154.14,1.0,155.37,155.41,153.55,167319200.0
20130419,SPY,155.48,1.0,154.5,155.55,154.12,149492400.0
20130422,SPY,156.17,1.0,155.78,156.54,154.75,106455900.0
20130423,SPY,157.78,1.0,156.95,157.93,156.17,165716500.0
20130424,SPY,157.88,1.0,157.83,158.3,157.54,95014120.0
20130425,SPY,158.52,1.0,158.34,159.27,158.1,130813800.0
20130426,SPY,158.24,1.0,158.33,158.6,157.73,95840090.0
20130429,SPY,159.3,1.0,158.67,159.65,158.42,88453810.0
20130430,SPY,159.68,1.0,159.27,159.72,158.61,115807700.0
20130501,SPY,158.28,1.0,159.33,159.41,158.1,138694300.0
20130502,SPY,159.75,1.0,158.68,159.89,158.53,96313320.0
20130503,SPY,161.368,1.0,161.14,161.88,159.782,143975800.0
20130506,SPY,161.78,1.0,161.49,162.01,161.42,66700110.0
20130507,SPY,162.5999,1.0,162.13,162.65,161.67,89907260.0
20130508,SPY,163.34,1.0,162.42,163.39,162.33,96924850.0
20130509,SPY,162.881,1.0,163.27,163.7,162.47,106533000.0
20130510,SPY,163.41,1.0,162.99,163.5498,162.51,103035000.0
20130513,SPY,163.54,1.0,163.2,163.81,162.82,81678130.0
20130514,SPY,165.23,1.0,163.67,165.35,163.67,118616400.0
20130515,SPY,166.115,1.0,164.96,166.45,164.91,120578600.0
20130516,SPY,165.34,1.0,165.78,166.36,165.09,109760300.0
20130517,SPY,166.94,1.0,165.95,167.04,165.73,129667800.0
20130520,SPY,166.93,1.0,166.78,167.58,166.61,84994240.0
20130521,SPY,167.17,1.0,167.08,167.8,166.5,95640640.0
20130522,SPY,165.93,1.0,167.34,169.07,165.17,243596300.0
20130523,SPY,165.45,1.0,164.16,165.91,163.94,210748700.0
20130524,SPY,165.308,1.0,164.47,165.3805,163.98,151486500.0
20130528,SPY,166.3,1.0,167.04,167.78,165.81,143326100.0
20130529,SPY,165.22,1.0,165.42,165.8,164.34,160156600.0
20130530,SPY,165.83,1.0,165.35,166.59,165.22,106431300.0
20130531,SPY,163.445,1.0,165.37,166.31,163.13,176211800.0
20130603,SPY,164.35,1.0,163.83,164.46,162.6599,167951300.0
20130604,SPY,163.56,1.0,164.44,165.1,162.73,157443600.0
20130605,SPY,161.272,1.0,163.09,163.42,161.13,211143000.0
20130606,SPY,162.73,1.0,161.2,162.74,160.25,200028000.0
20130607,SPY,164.8,1.0,163.85,164.95,163.14,185733300.0
20130610,SPY,164.8,1.0,165.31,165.4,164.37,102479900.0
20130611,SPY,163.098,1.0,163.3,164.54,162.739,159367900.0
20130612,SPY,161.75,1.0,164.22,164.39,161.6,176948100.0
20130613,SPY,164.21,1.0,161.66,164.5,161.3,163116700.0
20130614,SPY,163.175,1.0,164.03,164.67,162.91,141003300.0
20130617,SPY,164.44,1.0,164.29,165.22,163.2192,136042500.0
20130618,SPY,165.735,1.0,164.53,165.99,164.52,114527700.0
20130619,SPY,163.45,1.0,165.6,165.89,163.38,205854900.0
20130620,SPY,159.4,1.0,161.86,163.4668,158.98,320545400.0
20130621,SPY,159.07,1.0,159.64,159.76,157.47,270455000.0
20130624,SPY,157.06,1.0,157.41,158.43,155.73,221810000.0
20130625,SPY,158.575,1.0,158.48,160.1,157.42,161955400.0
20130626,SPY,160.14,1.0,159.87,160.5,159.25,134678800.0
20130627,SPY,161.08,1.0,161.1,161.82,160.95,129356900.0
20130628,SPY,160.42,1.0,160.63,161.4,159.86,156611200.0
20130701,SPY,161.36,1.0,161.26,162.48,161.08,131502600.0
20130702,SPY,161.21,1.0,161.12,162.3,160.5,144717800.0
20130703,SPY,161.28,1.0,160.48,161.77,160.22,75216340.0
20130705,SPY,163.02,1.0,162.47,163.08,161.3,122308200.0
20130708,SPY,163.945,1.0,163.86,164.39,163.58,106769100.0
20130709,SPY,165.13,1.0,164.98,165.33,164.27,119185700.0
20130710,SPY,165.192,1.0,164.97,165.75,164.63,120163000.0
20130711,SPY,167.44,1.0,167.11,167.61,165.1774,135455000.0
20130712,SPY,167.51,1.0,167.39,167.9332,167.13,102135100.0
20130715,SPY,168.155,1.0,167.97,168.39,167.68,69378040.0
20130716,SPY,167.525,1.0,168.26,168.36,167.07,87040310.0
20130717,SPY,167.9501,1.0,168.16,168.48,167.73,91745390.0
20130718,SPY,168.87,1.0,168.31,169.27,168.2,103941100.0
20130719,SPY,169.17,1.0,168.52,169.23,168.31,103697200.0
20130722,SPY,169.5,1.0,169.41,169.74,169.01,79303210.0
20130723,SPY,169.14,1.0,169.8,169.83,169.05,80259720.0
20130724,SPY,168.52,1.0,169.79,169.86,168.18,112777900.0
20130725,SPY,168.93,1.0,168.22,169.08,167.94,111054400.0
20130726,SPY,169.11,1.0,168.22,169.16,167.52,107675400.0
20130729,SPY,168.59,1.0,168.68,169.06,168.11,79697560.0
20130730,SPY,168.588,1.0,169.1,169.28,168.19,85104340.0
20130731,SPY,168.71,1.0,168.94,169.85,168.49,142300900.0
20130801,SPY,170.66,1.0,169.99,170.81,169.9,110180200.0
20130802,SPY,170.95,1.0,170.28,170.9725,170.05,91001090.0
20130805,SPY,170.7,1.0,170.57,170.96,170.35,53756740.0
20130806,SPY,169.73,1.0,170.37,170.7402,169.35,87329520.0
20130807,SPY,169.18,1.0,169.19,169.43,168.55,84595660.0
20130808,SPY,169.8,1.0,169.98,170.18,168.93,101933800.0
20130809,SPY,169.31,1.0,169.58,170.1,168.72,91764770.0
20130812,SPY,169.111,1.0,168.46,169.31,168.38,68436540.0
20130813,SPY,169.61,1.0,169.41,169.9,168.41,80643640.0
20130814,SPY,168.74,1.0,169.53,169.8,168.7,79472280.0
20130815,SPY,166.38,1.0,167.41,167.43,166.09,152034400.0
20130816,SPY,165.83,1.0,166.06,166.63,165.5,130567900.0
20130819,SPY,164.77,1.0,165.64,166.21,164.76,96318880.0
20130820,SPY,165.58,1.0,165.04,166.2,164.86,89217020.0
20130821,SPY,164.56,1.0,165.12,166.03,164.19,159319100.0
20130822,SPY,166.06,1.0,164.9,166.3,164.89,101368100.0
20130823,SPY,166.62,1.0,166.55,166.83,165.77,90870320.0
20130826,SPY,166.0,1.0,166.79,167.3,165.89,89475710.0
20130827,SPY,163.33,1.0,164.36,166.0024,163.21,158281400.0
20130828,SPY,163.91,1.0,163.26,164.49,163.05,107694100.0
20130829,SPY,164.17,1.0,163.55,165.04,163.4,118861100.0
20130830,SPY,163.65,1.0,164.51,164.53,163.17,134571600.0
20130903,SPY,164.39,1.0,165.23,165.58,163.7,142322800.0
20130904,SPY,165.75,1.0,164.43,166.03,164.135,95206890.0
20130905,SPY,165.96,1.0,165.85,166.4,165.73,62943600.0
20130906,SPY,166.04,1.0,166.51,166.98,164.48,159614800.0
20130909,SPY,167.634,1.0,166.45,167.73,166.45,83392980.0
20130910,SPY,168.87,1.0,168.64,168.9,168.26,103397000.0
20130911,SPY,169.4,1.0,168.64,169.4,168.35,94282020.0
20130912,SPY,168.95,1.0,169.34,169.56,168.72,83098160.0
20130913,SPY,169.33,1.0,169.13,169.46,168.74,72463420.0
20130916,SPY,170.31,1.0,171.16,171.24,170.04,126097900.0
20130917,SPY,171.07,1.0,170.46,171.11,170.46,82139260.0
20130918,SPY,173.051,1.0,171.01,173.52,170.58,203004600.0
20130919,SPY,172.76,1.0,173.52,173.6,172.585,146407400.0
20130920,SPY,170.72,1.0,172.33,172.33,170.58,132405500.0
20130923,SPY,169.93,1.0,170.49,170.65,169.39,104516600.0
20130924,SPY,169.53,1.0,169.9,170.53,169.21,101010600.0
20130925,SPY,169.04,1.0,169.64,169.98,168.89,117189500.0
20130926,SPY,169.69,1.0,169.32,170.17,169.05,77002020.0
20130927,SPY,168.909,1.0,168.84,169.14,168.47,98708380.0
20130930,SPY,168.01,1.0,167.48,168.54,167.15,143590600.0
20131001,SPY,169.34,1.0,168.14,169.5,167.9671,125658900.0
20131002,SPY,169.18,1.0,168.35,169.3422,167.83,112796700.0
20131003,SPY,167.62,1.0,168.79,168.94,166.84,176530200.0
20131004,SPY,168.89,1.0,167.75,169.06,167.53,96846070.0
20131007,SPY,167.43,1.0,167.42,168.45,167.25,96034440.0
20131008,SPY,165.48,1.0,167.4,167.62,165.36,176584600.0
20131009,SPY,165.6,1.0,165.8,166.2,164.53,168208700.0
20131010,SPY,169.17,1.0,167.29,169.26,167.23,192484200.0
20131011,SPY,170.26,1.0,168.91,170.32,168.77,104957000.0
20131014,SPY,170.94,1.0,169.21,171.08,169.08,111805000.0
20131015,SPY,169.7,1.0,170.51,171.15,169.47,153895800.0
20131016,SPY,172.07,1.0,170.72,172.16,170.635,160972100.0
20131017,SPY,173.22,1.0,171.37,173.32,171.34,128904200.0
20131018,SPY,174.388,1.0,173.86,174.51,173.51,138224500.0
20131021,SPY,174.4,1.0,174.45,174.75,174.01,104017700.0
20131022,SPY,175.41,1.0,174.91,175.93,174.4262,126518800.0
20131023,SPY,174.57,1.0,174.81,174.89,173.96,105301400.0
20131024,SPY,175.15,1.0,174.92,175.37,174.51,70084910.0
20131025,SPY,175.95,1.0,175.51,176.0,175.17,93506930.0
20131028,SPY,176.23,1.0,175.89,176.47,175.7,84621650.0
20131029,SPY,177.17,1.0,176.63,177.24,176.38,87242650.0
20131030,SPY,176.29,1.0,177.38,177.51,175.66,139619700.0
20131031,SPY,175.79,1.0,176.15,176.89,175.53,133361400.0
20131101,SPY,176.21,1.0,176.02,176.61,175.22,139761000.0
20131104,SPY,176.83,1.0,176.69,176.9,175.9825,85476660.0
20131105,SPY,176.27,1.0,176.14,176.75,175.57,85484030.0
20131106,SPY,177.17,1.0,177.03,177.5,176.54,87107180.0
20131107,SPY,174.93,1.0,177.5,177.64,174.76,156182400.0
20131108,SPY,177.29,1.0,174.87,177.31,174.85,136646700.0
20131111,SPY,177.32,1.0,177.12,177.53,176.91,66267300.0
20131112,SPY,176.96,1.0,176.94,177.36,176.37,83798500.0
20131113,SPY,178.38,1.0,176.09,178.4261,176.09,102900200.0
